hm2_7i96.0.ssr.00.out.00 is output 0 (of 0..5)
<inputs 0..10 are just GPIO 0..10 at least until the INM module is supported

Component Pins:
Owner   Type  Dir         Value  Name
    13  bit   OUT         FALSE  joint.0.neg-hard-limit
    13  bit   IN          FALSE  joint.0.neg-lim-sw-in
    13  float OUT             0  joint.0.pos-cmd
    13  float OUT             0  joint.0.pos-fb
    13  bit   OUT         FALSE  joint.0.pos-hard-limit
    13  bit   IN          FALSE  joint.0.pos-lim-sw-in
    13  float OUT             0  joint.0.vel-cmd ==> emcmot.0.vel-cmd
    13  bit   OUT         FALSE  joint.0.wheel-jog-active
    13  float OUT             0  joint.1.acc-cmd
    13  bit   OUT          TRUE  joint.1.active
    13  bit   OUT         FALSE  joint.1.amp-enable-out ==> emcmot.1.enable
    13  bit   IN          FALSE  joint.1.amp-fault-in
    13  float OUT             0  joint.1.backlash-corr
    13  float OUT             0  joint.1.backlash-filt
    13  float OUT             0  joint.1.backlash-vel
    13  float OUT             0  joint.1.coarse-pos-cmd
    13  bit   OUT         FALSE  joint.1.error
    13  float OUT             0  joint.1.f-error
    13  float OUT        0.0001  joint.1.f-error-lim
    13  bit   OUT         FALSE  joint.1.f-errored
    13  bit   OUT         FALSE  joint.1.faulted
    13  float OUT             0  joint.1.free-pos-cmd
    13  bit   OUT         FALSE  joint.1.free-tp-enable
    13  float OUT             0  joint.1.free-vel-lim
    13  s32   OUT             0  joint.1.home-state
    13  bit   IN          FALSE  joint.1.home-sw-in
    13  bit   OUT         FALSE  joint.1.homed
    13  bit   OUT         FALSE  joint.1.homing
    13  bit   OUT          TRUE  joint.1.in-position
    13  bit   I/O         FALSE  joint.1.index-enable
    13  float IN              1  joint.1.jog-accel-fraction
    13  s32   IN              0  joint.1.jog-counts
    13  bit   IN          FALSE  joint.1.jog-enable
    13  float IN              0  joint.1.jog-scale
    13  bit   IN          FALSE  joint.1.jog-vel-mode
    13  bit   OUT         FALSE  joint.1.kb-jog-active
    13  float OUT             0  joint.1.motor-offset
    13  float OUT             0  joint.1.motor-pos-cmd ==> emcmot.1.pos-cmd
    13  float IN              0  joint.1.motor-pos-fb <== motor.1.pos-fb
    13  bit   OUT         FALSE  joint.1.neg-hard-limit
    13  bit   IN          FALSE  joint.1.neg-lim-sw-in
    13  float OUT             0  joint.1.pos-cmd
    13  float OUT             0  joint.1.pos-fb
    13  bit   OUT         FALSE  joint.1.pos-hard-limit
    13  bit   IN          FALSE  joint.1.pos-lim-sw-in
    13  float OUT             0  joint.1.vel-cmd ==> emcmot.1.vel-cmd
    13  bit   OUT         FALSE  joint.1.wheel-jog-active
    13  float OUT             0  joint.2.acc-cmd
    13  bit   OUT          TRUE  joint.2.active
    13  bit   OUT         FALSE  joint.2.amp-enable-out ==> emcmot.2.enable
    13  bit   IN          FALSE  joint.2.amp-fault-in
    13  float OUT             0  joint.2.backlash-corr
    13  float OUT             0  joint.2.backlash-filt
    13  float OUT             0  joint.2.backlash-vel
    13  float OUT             0  joint.2.coarse-pos-cmd
    13  bit   OUT         FALSE  joint.2.error
    13  float OUT             0  joint.2.f-error
    13  float OUT        0.0001  joint.2.f-error-lim
    13  bit   OUT         FALSE  joint.2.f-errored
    13  bit   OUT         FALSE  joint.2.faulted
    13  float OUT             0  joint.2.free-pos-cmd
    13  bit   OUT         FALSE  joint.2.free-tp-enable
    13  float OUT             0  joint.2.free-vel-lim
    13  s32   OUT             0  joint.2.home-state
    13  bit   IN          FALSE  joint.2.home-sw-in
    13  bit   OUT         FALSE  joint.2.homed
    13  bit   OUT         FALSE  joint.2.homing
    13  bit   OUT          TRUE  joint.2.in-position
    13  bit   I/O         FALSE  joint.2.index-enable
    13  float IN              1  joint.2.jog-accel-fraction
    13  s32   IN              0  joint.2.jog-counts
    13  bit   IN          FALSE  joint.2.jog-enable
    13  float IN              0  joint.2.jog-scale
    13  bit   IN          FALSE  joint.2.jog-vel-mode
    13  bit   OUT         FALSE  joint.2.kb-jog-active
    13  float OUT             0  joint.2.motor-offset
    13  float OUT             0  joint.2.motor-pos-cmd ==> emcmot.2.pos-cmd
    13  float IN              0  joint.2.motor-pos-fb <== motor.2.pos-fb
    13  bit   OUT         FALSE  joint.2.neg-hard-limit
    13  bit   IN          FALSE  joint.2.neg-lim-sw-in
    13  float OUT             0  joint.2.pos-cmd
    13  float OUT             0  joint.2.pos-fb
    13  bit   OUT         FALSE  joint.2.pos-hard-limit
    13  bit   IN          FALSE  joint.2.pos-lim-sw-in
    13  float OUT             0  joint.2.vel-cmd ==> emcmot.2.vel-cmd
    13  bit   OUT         FALSE  joint.2.wheel-jog-active
    13  s32   OUT           884  motion-command-handler.time
    13  s32   OUT          8072  motion-controller.time
    13  float IN              1  motion.adaptive-feed
    13  float IN              0  motion.analog-in-00
    13  float IN              0  motion.analog-in-01
    13  float IN              0  motion.analog-in-02
    13  float IN              0  motion.analog-in-03
    13  float OUT             0  motion.analog-out-00
    13  float OUT             0  motion.analog-out-01
    13  float OUT             0  motion.analog-out-02
    13  float OUT             0  motion.analog-out-03
    13  bit   OUT         FALSE  motion.coord-error
    13  bit   OUT         FALSE  motion.coord-mode
    13  float OUT             0  motion.current-vel
    13  bit   IN          FALSE  motion.digital-in-00
    13  bit   IN          FALSE  motion.digital-in-01
    13  bit   IN          FALSE  motion.digital-in-02
    13  bit   IN          FALSE  motion.digital-in-03
    13  bit   OUT         FALSE  motion.digital-out-00
    13  bit   OUT         FALSE  motion.digital-out-01
    13  bit   OUT         FALSE  motion.digital-out-02
    13  bit   OUT         FALSE  motion.digital-out-03
    13  float OUT             0  motion.distance-to-go
    13  bit   IN           TRUE  motion.enable
    13  bit   IN          FALSE  motion.feed-hold
    13  bit   IN          FALSE  motion.feed-inhibit
    13  bit   IN          FALSE  motion.homing-inhibit
    13  bit   OUT          TRUE  motion.in-position
    13  bit   OUT         FALSE  motion.motion-enabled
    13  s32   OUT             0  motion.motion-type
    13  bit   OUT         FALSE  motion.on-soft-limit
    13  bit   IN          FALSE  motion.probe-input
    13  s32   OUT             0  motion.program-line
    13  float OUT             0  motion.requested-vel
    13  u32   OUT    0x00358C80  motion.servo.last-period
    13  bit   IN           TRUE  motion.spindle-at-speed
    13  bit   OUT          TRUE  motion.spindle-brake
    13  bit   OUT         FALSE  motion.spindle-forward
    13  bit   I/O         FALSE  motion.spindle-index-enable
    13  bit   IN          FALSE  motion.spindle-inhibit
    13  bit   IN          FALSE  motion.spindle-is-oriented
    13  bit   OUT         FALSE  motion.spindle-locked
    13  bit   OUT         FALSE  motion.spindle-on
    13  bit   OUT         FALSE  motion.spindle-orient
    13  float OUT             0  motion.spindle-orient-angle
    13  s32   IN              0  motion.spindle-orient-fault
    13  s32   OUT             0  motion.spindle-orient-mode
    13  bit   OUT         FALSE  motion.spindle-reverse
    13  float IN              0  motion.spindle-revs
    13  float OUT             0  motion.spindle-speed-cmd-rps
    13  float IN              0  motion.spindle-speed-in
    13  float OUT             0  motion.spindle-speed-out
    13  float OUT             0  motion.spindle-speed-out-abs
    13  float OUT             0  motion.spindle-speed-out-rps
    13  float OUT             0  motion.spindle-speed-out-rps-abs
    13  bit   OUT         FALSE  motion.teleop-mode
    13  float OUT             0  motion.tooloffset.a
    13  float OUT             0  motion.tooloffset.b
    13  float OUT             0  motion.tooloffset.c
    13  float OUT             0  motion.tooloffset.u
    13  float OUT             0  motion.tooloffset.v
    13  float OUT             0  motion.tooloffset.w
    13  float OUT             0  motion.tooloffset.x
    13  float OUT             0  motion.tooloffset.y
    13  float OUT             0  motion.tooloffset.z
    17  float IN              0  pid.0.Dgain
    17  float IN              0  pid.0.FF0
    17  float IN              1  pid.0.FF1
    17  float IN        0.00013  pid.0.FF2
    17  float IN              0  pid.0.Igain
    17  float IN           1000  pid.0.Pgain
    17  float IN              0  pid.0.bias
    17  float IN              0  pid.0.command <== emcmot.0.pos-cmd
    17  float IN              0  pid.0.command-deriv <== emcmot.0.vel-cmd
    17  float IN              0  pid.0.deadband
    17  s32   OUT           480  pid.0.do-pid-calcs.time
    17  bit   IN          FALSE  pid.0.enable <== emcmot.0.enable
    17  float OUT             0  pid.0.error
    17  bit   IN           TRUE  pid.0.error-previous-target
    17  float IN              0  pid.0.feedback <== motor.0.pos-fb
    17  float IN              0  pid.0.feedback-deriv
    17  bit   IN          FALSE  pid.0.index-enable
    17  float IN              0  pid.0.maxcmdD
    17  float IN              0  pid.0.maxcmdDD
    17  float IN         0.0005  pid.0.maxerror
    17  float IN              0  pid.0.maxerrorD
    17  float IN              0  pid.0.maxerrorI
    17  float IN              0  pid.0.maxoutput
    17  float OUT             0  pid.0.output ==> motor.0.command
    17  bit   OUT         FALSE  pid.0.saturated
    17  s32   OUT             0  pid.0.saturated-count
    17  float OUT             0  pid.0.saturated-s
    17  float IN              0  pid.1.Dgain
    17  float IN              0  pid.1.FF0
    17  float IN              1  pid.1.FF1
    17  float IN        0.00013  pid.1.FF2
    17  float IN              0  pid.1.Igain
    17  float IN           1000  pid.1.Pgain
    17  float IN              0  pid.1.bias
    17  float IN              0  pid.1.command <== emcmot.1.pos-cmd
    17  float IN              0  pid.1.command-deriv <== emcmot.1.vel-cmd
    17  float IN              0  pid.1.deadband
    17  s32   OUT           984  pid.1.do-pid-calcs.time
    17  bit   IN          FALSE  pid.1.enable <== emcmot.1.enable
    17  float OUT             0  pid.1.error
    17  bit   IN           TRUE  pid.1.error-previous-target
    17  float IN              0  pid.1.feedback <== motor.1.pos-fb
    17  float IN              0  pid.1.feedback-deriv
    17  bit   IN          FALSE  pid.1.index-enable
    17  float IN              0  pid.1.maxcmdD
    17  float IN              0  pid.1.maxcmdDD
    17  float IN         0.0005  pid.1.maxerror
    17  float IN              0  pid.1.maxerrorD
    17  float IN              0  pid.1.maxerrorI
    17  float IN              0  pid.1.maxoutput
    17  float OUT             0  pid.1.output ==> motor.1.command
    17  bit   OUT         FALSE  pid.1.saturated
    17  s32   OUT             0  pid.1.saturated-count
    17  float OUT             0  pid.1.saturated-s
    17  float IN              0  pid.2.Dgain
    17  float IN              0  pid.2.FF0
    17  float IN              1  pid.2.FF1
    17  float IN        0.00013  pid.2.FF2
    17  float IN              0  pid.2.Igain
    17  float IN           1000  pid.2.Pgain
    17  float IN              0  pid.2.bias
    17  float IN              0  pid.2.command <== emcmot.2.pos-cmd
    17  float IN              0  pid.2.command-deriv <== emcmot.2.vel-cmd
    17  float IN              0  pid.2.deadband
    17  s32   OUT           292  pid.2.do-pid-calcs.time
    17  bit   IN          FALSE  pid.2.enable <== emcmot.2.enable
    17  float OUT             0  pid.2.error
    17  bit   IN           TRUE  pid.2.error-previous-target
    17  float IN              0  pid.2.feedback <== motor.2.pos-fb
    17  float IN              0  pid.2.feedback-deriv
    17  bit   IN          FALSE  pid.2.index-enable
    17  float IN              0  pid.2.maxcmdD
    17  float IN              0  pid.2.maxcmdDD
    17  float IN         0.0005  pid.2.maxerror
    17  float IN              0  pid.2.maxerrorD
    17  float IN              0  pid.2.maxerrorI
    17  float IN              0  pid.2.maxoutput
    17  float OUT             0  pid.2.output ==> motor.2.command
    17  bit   OUT         FALSE  pid.2.saturated
    17  s32   OUT             0  pid.2.saturated-count
    17  float OUT             0  pid.2.saturated-s
    14  s32   OUT        956048  servo-thread.time

